shot_id_number,is_goal
1,0.67144585
8,0.38156062
17,0.41595167
20,0.26649934
22,0.60738266
33,0.61666894
34,0.5868217
35,0.5783413
36,0.5803664
37,0.40559107
38,0.61180735
45,0.5864458
50,0.6210282
55,0.7435281
60,0.736343
62,0.63967645
66,0.56885886
67,0.5912405
71,0.6078446
72,0.624119
76,0.65731347
80,0.59704894
85,0.566929
86,0.5912405
87,0.6058939
92,0.61646485
95,0.58519745
97,0.61376977
104,0.44695854
113,0.6230913
122,0.14392155
123,0.59440845
126,0.5938474
133,0.3073138
134,0.6213676
141,0.5898345
144,0.65792596
150,0.26649934
152,0.5680051
153,0.26891124
156,0.56194746
159,0.27694023
165,0.39969945
172,0.59346867
182,0.30625057
192,0.6138179
193,0.26528156
196,0.61399925
202,0.6055623
205,0.6081826
210,0.67325014
211,0.6131388
228,0.048599005
250,0.2874425
257,0.6374625
260,0.57921326
262,0.5820633
264,0.6037388
267,0.62256145
279,0.2861663
282,0.74258214
293,0.58447814
299,0.29608917
300,0.48576033
301,0.5874219
317,0.65355444
327,0.6579428
328,0.5962895
335,0.5783413
346,0.3091141
348,0.4410733
360,0.6666442
365,0.59905565
379,0.60851026
382,0.5316624
390,0.42476326
391,0.29258513
392,0.6126234
397,0.64976513
417,0.61184484
418,0.6111605
420,0.6111208
428,0.65521646
429,0.582567
434,0.60867
439,0.40537786
440,0.6328829
451,0.6984281
456,0.58684707
459,0.56758523
472,0.6037388
480,0.49964428
491,0.66896087
497,0.5882472
509,0.624119
511,0.6581773
523,0.5974535
533,0.59249127
544,0.6116517
546,0.635451
552,0.61755145
555,0.31128538
558,0.6423998
560,0.59804595
568,0.60160285
571,0.40537786
573,0.5927475
576,0.1431545
578,0.2861663
591,0.60174906
596,0.5780729
597,0.6173777
601,0.51207453
605,0.5868217
617,0.5962895
625,0.6503481
628,0.6914652
634,0.5991094
646,0.579018
649,0.58257776
651,0.28234988
654,0.054150164
656,0.5873788
657,0.55668485
661,0.15720409
669,0.5920234
670,0.04931897
680,0.27512676
693,0.46673262
694,0.6260575
699,0.59181726
711,0.59399676
715,0.6011801
718,0.58298945
722,0.5873845
723,0.6396768
725,0.3564034
734,0.5985439
735,0.5783413
737,0.5833578
746,0.5999565
747,0.49923867
764,0.6311834
766,0.63134354
767,0.6081826
771,0.61749315
773,0.59891665
774,0.6127317
783,0.63382316
784,0.6381265
789,0.6081826
792,0.5689347
804,0.68140507
809,0.63812745
812,0.6767862
813,0.6721945
817,0.5691159
818,0.5840021
820,0.60923684
825,0.63149726
826,0.62335396
829,0.62558544
833,0.6088096
855,0.6236683
859,0.26768643
862,0.6161976
870,0.6275691
876,0.6433275
880,0.6168798
886,0.15309
889,0.30758607
891,0.56268847
897,0.05601567
902,0.6184375
903,0.512678
908,0.62538373
909,0.59334475
920,0.6808673
922,0.5905156
924,0.5033889
932,0.5510994
934,0.63134354
937,0.6868336
938,0.41385698
941,0.5851779
943,0.5984582
947,0.5945366
950,0.651073
952,0.6131822
954,0.04931897
962,0.41558594
963,0.5222329
975,0.6203116
979,0.5997461
981,0.58064616
983,0.71914
985,0.40537786
989,0.5444921
995,0.6022452
998,0.61016876
1008,0.58566386
1019,0.29647386
1023,0.59864396
1026,0.62791115
1029,0.48943615
1034,0.62902355
1036,0.4415285
1038,0.6800246
1039,0.62640834
1044,0.5819503
1049,0.6037388
1051,0.5407695
1052,0.6516888
1062,0.29580837
1064,0.5319612
1066,0.6142271
1087,0.6533258
1092,0.661013
1094,0.3653267
1098,0.58833355
1099,0.64044476
1102,0.6519301
1103,0.612645
1118,0.6138179
1131,0.5805448
1133,0.40387487
1135,0.047623992
1138,0.588981
1139,0.28996897
1141,0.52615064
1142,0.6317154
1151,0.61651117
1152,0.62288386
1155,0.5774105
1157,0.479976
1165,0.5795207
1167,0.08932632
1172,0.47598106
1174,0.37289518
1178,0.5912405
1180,0.579862
1200,0.60908
1202,0.61585283
1209,0.5714756
1227,0.49938756
1228,0.40537786
1229,0.61349773
1237,0.40387487
1241,0.5933826
1248,0.59188133
1256,0.53896785
1277,0.6387152
1279,0.6389031
1288,0.4083469
1290,0.60649514
1293,0.6227118
1295,0.60292834
1308,0.61054003
1315,0.26649934
1319,0.40537786
1320,0.57402724
1321,0.5619936
1322,0.59784776
1331,0.6283897
1334,0.7248041
1343,0.6458025
1348,0.38960767
1349,0.5748657
1351,0.41385698
1373,0.5595504
1375,0.5932301
1380,0.41385698
1382,0.3343464
1385,0.52615064
1387,0.61210716
1394,0.61598754
1399,0.56204796
1403,0.048018456
1409,0.58734703
1413,0.5811801
1425,0.40537786
1428,0.62595975
1434,0.69487345
1444,0.047938287
1448,0.6476394
1461,0.5868217
1466,0.57760227
1476,0.5980513
1478,0.59399676
1485,0.602675
1491,0.3018182
1494,0.52393144
1495,0.42476326
1500,0.40684044
1501,0.48787725
1503,0.6389031
1507,0.39001203
1511,0.4962235
1519,0.40709603
1524,0.55822396
1528,0.4151762
1529,0.33915102
1533,0.30239683
1538,0.051543772
1539,0.64557356
1545,0.5920234
1546,0.55485153
1550,0.66489613
1555,0.63472486
1556,0.65031034
1558,0.1431545
1559,0.47190857
1561,0.5708617
1563,0.5691159
1565,0.3853792
1574,0.61494553
1581,0.40537786
1583,0.4655583
1591,0.6737417
1594,0.6013435
1605,0.63929766
1611,0.6037388
1614,0.5882906
1617,0.6299919
1620,0.6138179
1626,0.5927475
1628,0.60279846
1630,0.60738266
1632,0.6340922
1634,0.56228554
1643,0.56365657
1651,0.6037388
1654,0.6275691
1655,0.61376977
1658,0.6391692
1659,0.5842223
1665,0.6473853
1675,0.56685233
1680,0.054499924
1690,0.6169792
1696,0.57917875
1714,0.4415838
1718,0.4083469
1721,0.61814195
1726,0.5920874
1728,0.5827763
1734,0.59497297
1735,0.618014
1740,0.56885886
1744,0.2947905
1747,0.60160834
1752,0.6516268
1763,0.28234988
1764,0.6165939
1765,0.42602944
1769,0.5975801
1770,0.1515016
1785,0.4717902
1787,0.59240514
1788,0.40387487
1793,0.6041708
1794,0.42994916
1800,0.6088096
1812,0.5759707
1825,0.57250106
1826,0.26768643
1834,0.67687905
1843,0.68094766
1844,0.68094766
1848,0.6011801
1849,0.5862139
1860,0.56268847
1863,0.40537786
1875,0.59920007
1883,0.6004641
1890,0.6211008
1892,0.5991303
1893,0.58833355
1897,0.5874958
1905,0.5945366
1908,0.3621878
1931,0.3621878
1940,0.04952967
1943,0.58758223
1947,0.7906077
1965,0.53285307
1967,0.5905156
1968,0.6058939
1972,0.26891124
1982,0.6241304
1985,0.6174247
2005,0.57640576
2010,0.3098529
2021,0.6042023
2024,0.5978652
2027,0.74903476
2028,0.36074787
2035,0.64760053
2036,0.59249127
2043,0.5746656
2047,0.59940964
2049,0.65090764
2055,0.6112323
2065,0.58833355
2066,0.5801475
2070,0.58698237
2077,0.04834515
2081,0.64085495
2085,0.3349728
2089,0.4107796
2095,0.5392575
2097,0.40684044
2100,0.5903124
2108,0.56268847
2112,0.5609946
2113,0.5498706
2120,0.5901306
2121,0.6721945
2122,0.61503005
2139,0.6088493
2141,0.5868217
2144,0.50552046
2146,0.5858127
2148,0.7082381
2149,0.40537786
2157,0.6735187
2158,0.6519624
2159,0.59249127
2168,0.58064616
2176,0.46050584
2178,0.43558544
2181,0.6472262
2184,0.60143447
2187,0.56758523
2188,0.5819503
2190,0.5912405
2193,0.048058867
2194,0.40684044
2197,0.56642056
2202,0.2678941
2204,0.4083469
2211,0.58301073
2214,0.6528842
2215,0.33915102
2217,0.70452404
2222,0.59964705
2223,0.5978652
2226,0.6081826
2230,0.29885203
2233,0.60678244
2240,0.6151163
2246,0.7088379
2247,0.68094766
2250,0.6109856
2254,0.58833355
2257,0.05516672
2259,0.58653605
2262,0.62392986
2263,0.57576805
2266,0.665941
2305,0.6645895
2310,0.6241572
2313,0.5874698
2319,0.59381545
2320,0.45619398
2341,0.51658577
2345,0.63890064
2350,0.29411274
2356,0.6149061
2360,0.53456104
2370,0.6236683
2374,0.40709603
2384,0.58763707
2386,0.61141086
2397,0.58369124
2398,0.68358296
2411,0.60290134
2414,0.27512676
2435,0.2678941
2439,0.60678244
2446,0.2834527
2458,0.5978652
2465,0.6148051
2466,0.58833355
2470,0.62356114
2490,0.54381615
2495,0.447859
2501,0.5903124
2507,0.58447814
2533,0.8159902
2537,0.6088096
2538,0.6257266
2541,0.6466199
2542,0.26891124
2544,0.5837951
2554,0.61512446
2555,0.6106106
2565,0.48361742
2572,0.33573633
2573,0.58833355
2575,0.25868958
2586,0.5783413
2588,0.61232936
2594,0.40537786
2617,0.5883794
2618,0.5861169
2620,0.6300219
2623,0.050382793
2631,0.4083469
2640,0.5776924
2642,0.28234988
2647,0.39511156
2663,0.6006069
2664,0.5853579
2676,0.5900576
2680,0.14392155
2681,0.5727121
2690,0.5762738
2691,0.60775054
2693,0.615428
2695,0.579862
2704,0.6829363
2708,0.6493529
2709,0.1431545
2717,0.40537786
2718,0.7220062
2722,0.5905156
2728,0.6377106
2732,0.4083469
2743,0.5721302
2745,0.050293982
2752,0.5678457
2756,0.6066949
2757,0.41595167
2761,0.5877265
2769,0.5997636
2771,0.43687302
2773,0.44934094
2774,0.6070724
2776,0.61976546
2781,0.44938487
2793,0.6142945
2799,0.65441144
2800,0.5945366
2803,0.63940746
2811,0.5819503
2818,0.61180735
2824,0.5458029
2828,0.26528156
2829,0.5920874
2830,0.59346867
2842,0.447859
2847,0.40387487
2848,0.613233
2868,0.6253774
2870,0.60329115
2885,0.60279846
2886,0.6072351
2889,0.5691159
2902,0.28080493
2903,0.59497297
2904,0.28671163
2918,0.32085115
2919,0.67321926
2922,0.5868217
2923,0.5748818
2931,0.5871702
2945,0.5903659
2946,0.56758523
2955,0.6224203
2957,0.40387487
2960,0.2707662
2963,0.6369682
2966,0.050293982
2972,0.5691159
2973,0.6089326
2974,0.5619936
2981,0.41385698
2982,0.59196305
2984,0.3474036
2998,0.6006069
3016,0.579862
3021,0.60923684
3023,0.32430518
3025,0.5868217
3026,0.40559107
3029,0.5870904
3034,0.3018182
3037,0.5959052
3038,0.6009692
3040,0.59580445
3051,0.59008104
3062,0.6228008
3069,0.6217763
3071,0.692544
3076,0.28996897
3079,0.57796645
3081,0.5962895
3082,0.4517349
3084,0.57576805
3091,0.6076982
3095,0.28762364
3098,0.6581398
3104,0.6251315
3105,0.5812502
3108,0.574134
3114,0.40559107
3118,0.60285056
3122,0.5864543
3123,0.57270133
3132,0.5885807
3138,0.61101604
3141,0.40684044
3156,0.30188864
3162,0.2774012
3167,0.68870187
3170,0.6216065
3171,0.62680984
3172,0.6504882
3176,0.04834515
3180,0.5951571
3189,0.5869169
3193,0.56758523
3198,0.57839024
3203,0.58698237
3205,0.57780623
3206,0.5867352
3215,0.5468006
3217,0.5813687
3222,0.29411274
3228,0.59359336
3229,0.6475097
3232,0.67357934
3233,0.5776924
3235,0.5776924
3238,0.6009692
3256,0.40884727
3264,0.5435811
3265,0.6258002
3273,0.57159007
3275,0.55668485
3285,0.2992882
3289,0.74158967
3294,0.6591824
3306,0.6261097
3311,0.26891124
3315,0.602675
3318,0.5945366
3322,0.54373765
3324,0.59323674
3327,0.60611093
3334,0.5604054
3341,0.6037388
3345,0.57020664
3346,0.04834515
3352,0.5820633
3368,0.6123726
3369,0.6458496
3371,0.7224326
3372,0.5905156
3375,0.5868217
3384,0.6678012
3386,0.60754025
3387,0.6185521
3393,0.5745009
3406,0.3982671
3411,0.5292008
3412,0.57851243
3414,0.569853
3417,0.32430518
3420,0.26649934
3423,0.26649934
3436,0.566929
3437,0.6006069
3438,0.41871786
3442,0.7558967
3443,0.5992382
3446,0.6761626
3451,0.63721347
3461,0.5903659
3473,0.15309
3477,0.6072351
3489,0.6615035
3491,0.64388305
3510,0.5684601
3515,0.5636308
3527,0.5711384
3530,0.40387487
3533,0.27512676
3540,0.7020501
3545,0.41595167
3553,0.5969418
3569,0.41385698
3582,0.4943217
3604,0.6290143
3605,0.6112323
3609,0.56488776
3616,0.5771307
3624,0.61232936
3628,0.40537786
3630,0.60373336
3641,0.5993643
3642,0.5930537
3648,0.64982826
3650,0.15609801
3651,0.5970086
3652,0.1431545
3660,0.5920234
3664,0.62075615
3670,0.5744138
3672,0.5903659
3680,0.4083469
3682,0.15309
3685,0.56023943
3686,0.5962895
3689,0.6169792
3691,0.66064215
3696,0.26528156
3698,0.61203736
3705,0.59864396
3712,0.6803596
3713,0.6133269
3719,0.59918934
3721,0.76383334
3723,0.39835948
3724,0.6147306
3725,0.60573447
3727,0.6221379
3733,0.5528413
3734,0.58633757
3736,0.5883772
3742,0.6686534
3761,0.6098637
3765,0.588981
3770,0.6829206
3774,0.61026466
3777,0.6043112
3778,0.7022177
3780,0.61926866
3781,0.6239847
3783,0.5983223
3784,0.60775054
3788,0.5650283
3790,0.61818564
3794,0.635451
3795,0.5895944
3796,0.60933083
3801,0.61176026
3802,0.67837703
3806,0.5868217
3808,0.5819503
3813,0.58833355
3814,0.6037388
3818,0.31462294
3824,0.59346867
3836,0.5759707
3853,0.55668485
3855,0.58565706
3858,0.40559107
3861,0.41595167
3866,0.58806705
3869,0.66084313
3870,0.61110103
3874,0.15606421
3876,0.5904867
3878,0.5834242
3884,0.5874698
3890,0.6791837
3900,0.04931897
3904,0.6457478
3906,0.6409909
3907,0.6191319
3908,0.65264606
3912,0.5874698
3913,0.40537786
3914,0.6370995
3918,0.046396494
3923,0.048058867
3924,0.6480445
3925,0.61908096
3927,0.56488776
3955,0.050293982
3964,0.46562046
3966,0.6059506
3969,0.447859
3974,0.41595167
3976,0.579862
3984,0.6047009
3991,0.6373861
3993,0.1507014
4009,0.5888281
4011,0.6022452
4016,0.64726365
4020,0.57394004
4024,0.7399313
4033,0.64826024
4035,0.628221
4041,0.59303176
4045,0.28868616
4052,0.4083469
4055,0.63898164
4056,0.60738266
4057,0.65551865
4067,0.16275984
4069,0.5903659
4077,0.5926523
4079,0.29411274
4094,0.63331157
4095,0.6436504
4096,0.63022226
4100,0.57444626
4119,0.6009692
4129,0.59303176
4130,0.5693326
4131,0.6124368
4132,0.5437119
4134,0.46568036
4135,0.6719533
4136,0.48943615
4137,0.0736236
4138,0.5969418
4143,0.6047621
4145,0.4151762
4148,0.56685233
4156,0.6011801
4163,0.6211938
4166,0.6471169
4169,0.40537786
4170,0.64000237
4174,0.571905
4180,0.6200923
4190,0.60923684
4195,0.45874697
4199,0.05739075
4201,0.6155287
4203,0.57099116
4210,0.9736596
4211,0.6054771
4213,0.048018456
4225,0.63578624
4235,0.627082
4236,0.6074459
4242,0.59804595
4244,0.5714756
4245,0.6217799
4250,0.6389031
4252,0.57933915
4254,0.571905
4263,0.42302376
4264,0.6214301
4268,0.68417835
4270,0.582827
4274,0.30690408
4282,0.26891124
4283,0.5855205
4291,0.63008696
4304,0.59303176
4306,0.6091303
4309,0.64795315
4310,0.6055623
4313,0.51209855
4314,0.59399676
4315,0.6217799
4321,0.67802507
4324,0.6428777
4325,0.61378586
4328,0.5584583
4329,0.68696505
4332,0.61679435
4337,0.46042567
4342,0.6078446
4344,0.59303176
4352,0.61585283
4355,0.69071275
4361,0.6641202
4366,0.642123
4371,0.5779879
4372,0.62433803
4376,0.61684036
4381,0.31384313
4384,0.6217799
4387,0.6031027
4389,0.6423986
4390,0.61080015
4405,0.61908096
4406,0.67587715
4407,0.2874425
4409,0.1515016
4410,0.26649934
4413,0.6941184
4424,0.6438279
4428,0.59858394
4434,0.6100582
4452,0.55652446
4458,0.65692997
4460,0.6656317
4461,0.5819503
4470,0.40537786
4480,0.6110401
4496,0.14392155
4503,0.6081877
4507,0.6073494
4512,0.6149061
4518,0.4083469
4519,0.62558144
4522,0.5871702
4525,0.6159283
4537,0.5912405
4546,0.6316517
4547,0.15682477
4553,0.61209595
4556,0.64852077
4558,0.3111937
4563,0.6826582
4568,0.5813687
4574,0.2834527
4578,0.6055691
4587,0.6081826
4592,0.48943615
4594,0.56268847
4610,0.61982346
4615,0.48361742
4617,0.6284341
4619,0.62704563
4620,0.50417423
4625,0.3765943
4626,0.41558594
4635,0.5991094
4636,0.62904894
4641,0.602675
4647,0.64327186
4650,0.6136082
4653,0.047734022
4658,0.56268847
4660,0.73714685
4665,0.6196407
4668,0.047623992
4669,0.6733435
4670,0.5619936
4674,0.48284954
4675,0.60722876
4676,0.6007817
4679,0.6047009
4680,0.056393623
4686,0.59701943
4690,0.57760227
4699,0.5945366
4711,0.75098014
4713,0.40387487
4718,0.6140984
4721,0.6176447
4722,0.634686
4724,0.59249127
4730,0.07313925
4731,0.59680665
4733,0.4360609
4735,0.6549473
4739,0.57270133
4743,0.6853992
4745,0.62075734
4746,0.59011203
4747,0.6965183
4748,0.6072445
4761,0.66253674
4762,0.56268847
4763,0.57402724
4769,0.6504289
4771,0.7030324
4774,0.56488776
4784,0.602675
4794,0.6358117
4797,0.6066949
4801,0.59964705
4804,0.6552048
4820,0.56531125
4833,0.64000237
4834,0.6841881
4851,0.48462844
4859,0.6479749
4860,0.14985633
4863,0.6314322
4873,0.6380856
4881,0.5898345
4892,0.64038247
4897,0.5152643
4908,0.54684347
4911,0.60129905
4915,0.64329135
4922,0.6217799
4929,0.56268847
4936,0.6585476
4939,0.5868217
4948,0.6004515
4951,0.5999565
4956,0.63874453
4961,0.61209595
4964,0.6083417
4981,0.57457054
4991,0.048058867
4992,0.62527925
4997,0.60510564
5004,0.5797996
5010,0.608037
5012,0.55313563
5015,0.6957722
5019,0.6054771
5020,0.60539937
5021,0.6763479
5030,0.59342885
5051,0.04931897
5052,0.40537786
5057,0.2861663
5058,0.5783413
5060,0.5945366
5061,0.6544952
5064,0.40537786
5068,0.58706903
5072,0.6620851
5078,0.41487122
5080,0.45504618
5081,0.63252056
5086,0.58734787
5088,0.6251315
5089,0.37173784
5090,0.63980204
5098,0.6866845
5103,0.04966092
5108,0.6011801
5114,0.602675
5115,0.58944666
5124,0.5691159
5129,0.6059506
5137,0.5783413
5139,0.6366855
5142,0.6070071
5144,0.65942585
5149,0.40387487
5157,0.6267178
5163,0.6351366
5174,0.6077393
5176,0.56268847
5179,0.7471411
5186,0.40387487
5195,0.63643265
5199,0.61309755
5203,0.3303321
5204,0.28234988
5206,0.6406475
5207,0.5410348
5220,0.59497297
5221,0.4083469
5224,0.6507722
5227,0.6597446
5229,0.6195784
5232,0.0630368
5240,0.40537786
5242,0.50677776
5243,0.60398585
5245,0.55870175
5248,0.579862
5249,0.6528275
5254,0.58455133
5265,0.67969096
5269,0.5827763
5272,0.6236683
5276,0.63627696
5286,0.40387487
5288,0.55668485
5290,0.64499056
5308,0.6228358
5311,0.61908096
5316,0.5892992
5318,0.40709603
5319,0.6401355
5320,0.48093545
5322,0.66901386
5324,0.5828122
5331,0.56023943
5336,0.051965952
5344,0.5874698
5346,0.6602829
5354,0.66489613
5356,0.9537104
5358,0.59964424
5359,0.53431594
5361,0.5945366
5365,0.4083469
5370,0.6110401
5376,0.6450773
5383,0.5781683
5384,0.5959052
5385,0.6021718
5390,0.65810096
5393,0.40537786
5397,0.75119305
5398,0.6291473
5402,0.6039965
5407,0.5691159
5409,0.6275691
5424,0.40537786
5425,0.579862
5428,0.30857497
5430,0.6072351
5439,0.57562673
5442,0.59679866
5447,0.40387487
5470,0.6077393
5473,0.57717323
5474,0.5969328
5477,0.5354565
5485,0.669704
5488,0.68094766
5491,0.58298945
5493,0.58368224
5502,0.3861981
5504,0.77576506
5506,0.26649934
5514,0.6564021
5517,0.58025354
5522,0.5920234
5524,0.4083469
5527,0.26649934
5528,0.55382407
5536,0.55588603
5545,0.6131767
5576,0.6341325
5577,0.56758523
5582,0.5960162
5583,0.40203017
5592,0.5721302
5594,0.5906628
5595,0.63331157
5596,0.6401552
5599,0.57250106
5606,0.40537786
5617,0.66454715
5619,0.66259766
5625,0.44792563
5626,0.59008104
5627,0.40709603
5632,0.41871786
5637,0.28234988
5639,0.15700465
5642,0.447859
5654,0.04931897
5659,0.14777488
5664,0.41285557
5666,0.44792563
5670,0.59008104
5671,0.58604187
5674,0.72047997
5677,0.60694814
5681,0.6463096
5683,0.971519
5700,0.41684455
5710,0.40537786
5713,0.40537786
5715,0.40537786
5718,0.6604742
5720,0.68567777
5726,0.5898345
5738,0.6606182
5741,0.41869438
5743,0.5888958
5753,0.42602944
5761,0.6045743
5776,0.5864543
5780,0.6528827
5785,0.29411274
5789,0.5806986
5797,0.6581398
5798,0.42727548
5803,0.42905617
5810,0.41219217
5813,0.6019938
5817,0.56909436
5818,0.6144012
5822,0.5876361
5829,0.7336487
5845,0.04834515
5846,0.529217
5847,0.50677776
5854,0.6061155
5858,0.6290143
5863,0.67994237
5867,0.66771305
5869,0.59541017
5870,0.57932746
5872,0.54684347
5876,0.6144999
5881,0.5872119
5886,0.46050584
5891,0.38565725
5898,0.40537786
5901,0.578253
5914,0.26649934
5922,0.6553229
5928,0.26528156
5933,0.6116517
5934,0.26649934
5946,0.6011801
5951,0.58353776
5955,0.6686371
5956,0.051965952
5965,0.6456424
5968,0.3021645
5972,0.59543985
5978,0.6077393
5981,0.5392577
5997,0.56268847
6005,0.59918934
6009,0.5898345
6010,0.6479753
6015,0.64976513
6025,0.7124506
6039,0.55382407
6047,0.41285557
6051,0.971519
6056,0.5945366
6061,0.6270162
6064,0.62329763
6065,0.64083815
6070,0.60160834
6071,0.61908096
6079,0.26649934
6085,0.2564869
6086,0.6411072
6091,0.40387487
6097,0.5691159
6099,0.579862
6104,0.28671163
6106,0.04931897
6108,0.40537786
6109,0.56268847
6124,0.5691159
6140,0.60661906
6142,0.27377284
6144,0.6435343
6150,0.64258635
6154,0.40387487
6155,0.55870175
6156,0.047734022
6158,0.63780445
6159,0.15720409
6160,0.6397363
6166,0.61309755
6169,0.28996897
6170,0.9706066
6173,0.28234988
6175,0.6214011
6179,0.6100582
6184,0.5392575
6185,0.6404487
6186,0.04834515
6192,0.59864396
6204,0.8481714
6230,0.4083469
6231,0.50140643
6232,0.2874425
6235,0.6509525
6237,0.4151762
6239,0.64600337
6245,0.5778346
6263,0.42302376
6265,0.67015684
6270,0.5740012
6271,0.5813188
6278,0.5883794
6279,0.40387487
6287,0.6601014
6288,0.6407751
6294,0.58257776
6295,0.51480234
6302,0.39710087
6306,0.6641402
6322,0.048018456
6324,0.58833355
6327,0.5901306
6331,0.56268847
6334,0.5527828
6336,0.67325014
6338,0.5776924
6339,0.5776924
6362,0.66417265
6372,0.56268847
6374,0.5691159
6375,0.30790442
6390,0.579862
6393,0.6159452
6394,0.41871786
6405,0.05601567
6406,0.59918934
6416,0.48293352
6421,0.40537786
6422,0.5906628
6440,0.047938287
6446,0.40709603
6457,0.28234988
6460,0.580691
6463,0.5783413
6474,0.42727548
6476,0.59679866
6477,0.6512655
6482,0.40387487
6488,0.59399676
6489,0.5840021
6494,0.6748152
6495,0.15606421
6499,0.37055612
6505,0.6116517
6507,0.591238
6511,0.63209707
6524,0.6392976
6527,0.690881
6531,0.66438
6536,0.5775305
6538,0.7439324
6541,0.47914898
6542,0.44497496
6550,0.6315492
6565,0.62125534
6568,0.63483185
6584,0.64000237
6588,0.6169792
6593,0.41957825
6597,0.6058197
6603,0.26667225
6609,0.42994916
6611,0.58734787
6613,0.40537786
6616,0.40537786
6622,0.64653075
6627,0.59650236
6630,0.64947283
6637,0.6159356
6639,0.25550032
6640,0.78024846
6646,0.63856363
6647,0.5874698
6648,0.047938287
